itemId,name,text,reviewContent,sentiment_label,confidence,rating,relevanceScore,boughtDate,clientType,retrievedDate
110304821,Edy R.,,barang sudah diyerima dengan baik,positive,0.968708634376526,5.0,21.51,28 Des 2017,androidApp,2019-10-02
110304821,Devis A.,sampai dengan cepat pakingx bagus barangx belum tak coba terimakasih lazada,sampai dengan cepat pakingx bagus barangx belum tak coba terimakasih lazada,positive,0.9944331049919128,3.0,21.51,04 Mei 2018,androidApp,2019-10-02
110304821,Lazada Customer,oke barang sesuai dan pengiriman lumayan cepat,oke barang sesuai dan pengiriman lumayan cepat,positive,0.6777120232582092,5.0,21.51,06 Feb 2018,desktop,2019-10-02
110304821,Lazada Customer,sangat memuaskan mantrap,puas puas puas puas puas,positive,0.9955561757087708,5.0,21.51,30 Apr 2018,androidApp,2019-10-02
110304821,Chrestella H.,,sangat cepat dan barang sesuai,positive,0.99434894323349,5.0,21.51,27 Apr 2018,mobile-app,2019-10-02
110304821,Danang A.,it works,pas di hdd lancar jaya kabelnya pas ga goyang,positive,0.8572232723236084,5.0,21.51,31 Mar 2018,desktop,2019-10-02
110304821,Achmad A.,cepat banget,sehari pesan besok nya dah nyampe good lah,negative,0.5561612248420715,5.0,21.51,28 Mar 2018,desktop,2019-10-02
110304821,Jio D.,good,sesuai deskripsinya,neutral,0.5514920949935913,5.0,21.51,27 Sep 2017,desktop,2019-10-02
110304821,Ardi H.,good,barang asli lg  cepet nyampe  packing nya rapih aman sentosa,positive,0.9932122230529784,5.0,21.51,12 Jan 2018,desktop,2019-10-02
110304821,kholid,tiga bintang,barang bagus cuman pas di coba hdd nya tidak ke deteksi di laptop,negative,0.9890801310539246,3.0,21.51,26 Feb 2018,androidApp,2019-10-02
110304821,Lazada Customer,ok bgt,barang bagus dan berfungsi dengan baik,positive,0.9973522424697876,5.0,21.5,27 Apr 2018,androidApp,2019-10-02
110304821,Galuh,,barang 1x24 jam sudah sampai kemasan rapi barang mulus  berfungsi dengan baik,positive,0.9725365042686462,5.0,21.5,15 Apr 2018,desktop,2019-10-02
110304821,Ahmad P.,mantaf,barang mantaf tidak menegcewakan gampang gonta ganti hdd,negative,0.9988522529602052,5.0,21.5,15 Nov 2017,desktop,2019-10-02
110304821,Rudi,tempat hardisk,mantap dan cepat,positive,0.9939312934875488,5.0,21.48,07 Feb 2018,desktop,2019-10-02
110304821,Haswadi,,goodwork,neutral,0.4992420971393585,5.0,21.44,05 Okt 2017,androidApp,2019-10-02
110304821,Tantra B.,,barang bagus pengiriman super cepat,positive,0.9883553981781006,5.0,21.37,09 Feb 2018,androidApp,2019-10-02
110304821,Satria R.,cepat bagus,pesan malam datang sore hari jos pokoknya packingnya juga bagus thx lazada,positive,0.9967324733734132,5.0,21.26,24 Jan 2018,androidApp,2019-10-02
110304821,Brian M.,praktis,tanpa mur tinggal plug  play recommended,positive,0.8865479230880737,5.0,20.75,06 Nov 2017,androidApp,2019-10-02
110304821,Cahyo P.,bagus,good qualitydan sudah ditestthanks,positive,0.9530177712440492,5.0,20.74,09 Nov 2017,desktop,2019-10-02
110304821,Yoki,,bagussssssssssssssssssssssssszszz,positive,0.9760269522666932,5.0,20.68,20 Sep 2017,androidApp,2019-10-02
110304821,Rudi I.,keren mantap seller joss lazada jozz,produknya keren tanpa murbaut plug n play siip,positive,0.99428528547287,5.0,20.67,17 Okt 2017,desktop,2019-10-02
110304821,Fascal F.,sesuai deskripsi,bekerja dengan baik,positive,0.9403977990150452,5.0,20.51,29 Des 2017,desktop,2019-10-02
110304821,Nanditto,kecewa,kecewa dengan pelayanannya pesanan sameday tapi ngak diantar dan gk ada kontak kurir dan toko,negative,0.9992020726203918,1.0,20.51,16 Jan 2018,desktop,2019-10-02
110304821,Reza D.,puas,pengiriman cepat packing aman  rapi barang berfungsi sesuai harapan,positive,0.962023138999939,5.0,20.51,15 Jan 2018,androidApp,2019-10-02
110304821,muhammad y.,super,barang tiba lebih awal packing rapih super srkali,positive,0.992834210395813,5.0,20.51,11 Jan 2018,androidApp,2019-10-02
110304821,Zikrizihni Z.,,pengiriman cepatpackaging rapi barang bagus sama seperti di gambar,positive,0.9860134720802308,5.0,20.51,10 Jan 2018,androidApp,2019-10-02
110304821,Fadel,mantap,estimasi dateng tgl 1115 eeeeh tgl 11 udah sampe di coba bisa mantap nian lah,positive,0.8131874799728394,5.0,20.51,09 Jan 2018,androidApp,2019-10-02
110304821,I G.,mantap,sekali colok langsung jadi,neutral,0.8185386061668396,5.0,20.51,02 Jan 2018,mobile,2019-10-02
110304821,Henokhy S.,puas,good product,positive,0.8241180181503296,3.0,24.01,03 Mar 2018,androidApp,2019-10-02
110304821,Henry D.,bagus,barang sampai tepat waktu barang sudah dicoba dan worked good build quality recomended,positive,0.998367726802826,5.0,20.51,07 Jan 2018,desktop,2019-10-02
110304821,Muhammad I.,bagus,barang bagus dan pengiriman cepat,positive,0.9945717453956604,5.0,20.51,13 Des 2017,desktop,2019-10-02
110304821,Dewi A.,thanks,produk datang tepat waktu packing rapi dan produk berfungsi dg baik,positive,0.9951134324073792,4.0,20.51,24 Des 2017,mobile,2019-10-02
110304821,Eko A.,recomended,barang sampai gaada problem sama sekali sama mau tanya bab sistem garansi gimana yak,negative,0.8777081370353699,3.0,20.51,02 Jan 2018,iosApp,2019-10-02
110304821,Andrie,keren abis,kecepatan teransfernya keren barang oke thanks banget lazada dan pelapak,positive,0.9976709485054016,5.0,20.51,30 Des 2017,androidApp,2019-10-02
110304821,Sany,,barang cukup lumayan dan diterima cepat,positive,0.9913755059242249,4.0,20.51,05 Nov 2017,androidApp,2019-10-02
110304821,Agung L.,,barang sampai dengan aman thanks,positive,0.9768890738487244,5.0,20.51,21 Des 2017,androidApp,2019-10-02
110304821,Sujaksono D.,pengiriman,maaf sebelum nya ko ini pesenan nya blm sampe yah  padahal pake jalur 1 hari sampai,negative,0.9905306696891784,3.0,20.51,23 Des 2017,desktop,2019-10-02
110304821,Cholid M.,mantab,barang sesuai dengan deskripsi sudah usb 30 mantab,positive,0.8745564222335815,5.0,20.51,16 Okt 2017,androidApp,2019-10-02
110304821,muhammad l.,barang ok,barang ok berfungsi packing rapi aman dan kurirnya sangat ramah tanks lzd,positive,0.9960554838180542,4.0,20.51,12 Des 2017,androidApp,2019-10-02
110304821,Riza M.,,cocok dg hdd 25 sata,negative,0.5411658883094788,5.0,20.51,12 Des 2017,iosApp,2019-10-02
110304821,Dimas E.,,barang bagus berfungsi sebagai mana mestinya makasih,positive,0.9848572015762328,5.0,20.51,14 Des 2017,androidApp,2019-10-02
110304821,Dian I.,bagus,pesanan cepat sampai packing rapi pakai bubble warp  terima kasih gudang tupperware dan lazada,positive,0.9919814467430116,4.0,20.51,13 Des 2017,mobile,2019-10-02
110304821,RINA R.,naiss,barang dah nyampe dengan selamat proses cepat packing rapi dicoba oke  pokonya naiss,positive,0.9974586367607116,4.0,20.51,12 Des 2017,androidApp,2019-10-02
110304821,Abdul A.,cukup,kecepatannya masih tidak stabil kadang hanya 5mbps,negative,0.9184946417808532,2.0,20.51,01 Des 2017,androidApp,2019-10-02
110304821,Lazada Customer,,sangat puas dengan barangnya,positive,0.9951038360595704,5.0,20.51,20 Nov 2017,androidApp,2019-10-02
110304821,Johannes L.,recommended banget,barang sesuai pesanan packing bagus,positive,0.8761250376701355,5.0,20.51,09 Sep 2017,mobile,2019-10-02
110304821,Mulyono,salah beli,salah beli beda colokan hardisknya yang punya saya ya gk kepake deh akhirnya,negative,0.998699188232422,3.0,20.51,01 Okt 2017,androidApp,2019-10-02
110304821,Noval S.,lima bintang,barang samapai sesuai gambar,negative,0.6041592955589294,5.0,20.51,18 Okt 2017,androidApp,2019-10-02
110304821,Khoir A.,casing hard disk,bagus cepat rapi istimewa,positive,0.994365692138672,5.0,20.51,20 Okt 2017,androidApp,2019-10-02
110304821,ARDIAN A.,,barang sesuai dengan gambar dan kualitasnya bagus,positive,0.9904115796089172,5.0,20.51,09 Okt 2017,androidApp,2019-10-02
110304821,Sun A.,perfecto,pemngiriman super cepat dan barang bagus,positive,0.996213972568512,5.0,20.51,16 Okt 2017,androidApp,2019-10-02
110304821,Ito W.,puas,saya puas bos casing keeereeeennnn,positive,0.9976141452789308,5.0,20.51,06 Okt 2017,mobile-app,2019-10-02
110304821,Philip,,cepat pengirimannya,positive,0.5492730736732483,3.0,20.51,28 Agu 2017,mobile-app,2019-10-02
110304821,Bambang S.,recommend seller,kualitas sesuai harga pengiriman cepat,positive,0.9490854740142822,5.0,20.5,27 Des 2017,desktop,2019-10-02
110304821,Wahyu R.,,pengiriman cepat sekali kualitas produk bagus harga sangat baik,positive,0.99724018573761,5.0,20.5,27 Des 2017,desktop,2019-10-02
110304821,Syaiful A.,barang sesuai pesanan,barang datang dalam keadaan baik dan cept,positive,0.8334865570068359,5.0,20.5,01 Des 2017,mobile,2019-10-02
110304821,Rahmat K.,,bagus  tester pake hdd yg udh ga kebaca di laptop lancar jaya pake ni alat,positive,0.9712839126586914,5.0,20.5,13 Sep 2017,androidApp,2019-10-02
110304821,Agus R.,mantap,pengiriman cepat  barang bagus good lazada,positive,0.9915099143981934,5.0,20.44,11 Sep 2017,desktop,2019-10-02
110304821,Endri P.,cepat sampai 1hari ok bangettt,lazada paling ok,positive,0.7292112708091736,5.0,20.42,07 Sep 2017,mobile-app,2019-10-02
110304821,Fadhel H.,sudah mendarat,keren cepet nyampe nya selama ini masih lancar jaya semoga awet lama,positive,0.9954645037651062,5.0,20.41,04 Sep 2017,desktop,2019-10-02
110304821,Muh. J.,,pesanan sudah sampai baru pake sehari keren barangnya makasih,positive,0.981549859046936,4.0,20.4,29 Agu 2017,mobile,2019-10-02
110304821,Lukmanul h.,keren,barangnya oke banget pesan 2 unit dan berfungsi dg baik semua,positive,0.9957225322723388,4.0,20.37,11 Agu 2017,mobile-app,2019-10-02
110304821,Eka S.,sudah tiba brgx,alhamdulillah brggx bagus sesuai wktunya thks,positive,0.9969226717948914,5.0,20.29,06 Agu 2017,desktop,2019-10-02
110304821,Afif M.,,ok banget,negative,0.9969809651374816,5.0,17.01,29 Jan 2019,androidApp,2019-10-02
110304821,Lazada Customer,,mangstap,neutral,0.9553775787353516,5.0,17.01,15 Okt 2017,androidApp,2019-10-02
110304821,Januar H.,,keren,positive,0.9939595460891724,5.0,29.67,17 Sep 2019,androidApp,2019-10-02
110304821,Denni,,bagus,positive,0.7057397961616516,5.0,18.01,11 Apr 2019,androidApp,2019-10-02
110304821,rizki,mantap,mantap,positive,0.9755426049232484,5.0,14.99,31 Agu 2018,androidApp,2019-10-02
110304821,Lazada Customer,ok barang,ok barang,negative,0.9929755926132202,5.0,14.01,16 Agu 2017,androidApp,2019-10-02
110304821,arif w.,,siiiip,negative,0.9240217804908752,5.0,14.01,03 Agu 2017,androidApp,2019-10-02
110304821,M. S.,ship,good job,neutral,0.8527879118919373,5.0,18.01,18 Feb 2019,androidApp,2019-10-02
110304821,Dedy S.,bagus,luar biasa,positive,0.6541360020637512,4.0,14.01,28 Mar 2018,mobile-app,2019-10-02
110304821,Abdullah S.,,kejebak,negative,0.9717540740966796,1.0,14.0,02 Okt 2017,androidApp,2019-10-02
110304821,Dody D.,,bagus,positive,0.7057397961616516,5.0,18.01,11 Apr 2019,androidApp,2019-10-02
110304821,Mh I.,,mantap,positive,0.9755426049232484,5.0,14.99,31 Agu 2018,androidApp,2019-10-02
110304821,ARIEF R.,,joss,negative,0.634803831577301,5.0,29.33,01 Sep 2019,androidApp,2019-10-02
110304821,Soleh P.,bintang 7,mantaf,neutral,0.8508140444755554,5.0,16.01,30 Okt 2018,androidApp,2019-10-02
110304821,Dicky F.,barang keren,mantab,neutral,0.785333514213562,5.0,17.01,14 Des 2018,androidApp,2019-10-02
110304821,Reza D.,good,good,positive,0.7422585487365723,5.0,18.01,27 Mar 2019,androidApp,2019-10-02
110304821,Tri W.,,top bgt,positive,0.9657614827156068,5.0,13.0,11 Des 2017,androidApp,2019-10-02
110304821,Lilian,barang bagus thx lazada pengiriman cepat thx lazada,barang bagus thx lazada pengiriman cepat thx lazada,positive,0.980364203453064,5.0,10.36,,desktop,2019-10-02
110304821,Erika C.,barang bagus dan berkualitas,barang bagus dan berkualitas,positive,0.9945701956748962,5.0,10.35,,desktop,2019-10-02
110433728,Bagusan P.,bertanya,bagusan apa,negative,0.625555157661438,5.0,10.2,,androidApp,2019-10-02
110433728,Feny U.,cepat  tipis,pengiriman cepet  desain kalem dan tipisenteng  allahmdulillah puas,positive,0.9984288811683656,5.0,10.16,,mobile-app,2019-10-02
110433728,Adella R.,a,ada yg udah beli,neutral,0.9167802333831788,5.0,10.04,,mobile-app,2019-10-02
110505477,Lutfi F.,good,barangnya bagus sesuai gambar pengirimannya jg cepat brg datang lgsung digunakan nice thanks lazada,positive,0.9963085055351256,5.0,30.51,06 Okt 2017,mobile,2019-10-02
110508546,Lilis I.,pengembalian barang,salah kirim barang,negative,0.9817708134651184,3.0,20.51,05 Des 2017,mobile,2019-10-02
110508546,Ade I.,gk bisa di pake gk ke baca sma tv lcd saya,kecewa,negative,0.9983674883842468,1.0,14.99,30 Jun 2018,androidApp,2019-10-02
110568244,Nur A.,recommended,pengirimannya cepet barang sampai dalam keadaan rapi tanpa cacat pas dicoba mmg 2gb kurang dikit krn dipake sistem pokoknya seller yang ini terpercaya kok,positive,0.997262716293335,5.0,31.76,18 Sep 2017,mobile-app,2019-10-02
110568244,Richi R.,recommended seller,best price pelayanan penjual cukup ramah respon chat cepat packing barang mantap datang tepat waktu sesuai perkiraan,positive,0.9974932670593262,5.0,30.45,08 Sep 2017,mobile,2019-10-02
110568244,Ahmad R.,sangat puas ,barangnya nyampe lebih cepat dri estimasi pengirimannya packagingnya rapih dan sangat bagus barangnya sendiri pun sesuai dengan yg di inginkan dua jempol deh dri saya,positive,0.9981271624565125,5.0,28.24,03 Nov 2017,androidApp,2019-10-02
110568244,Darman Z.,produk yang bagus,diterima cepat dan produkya bagus serta urah sangat recomended tks lazada,positive,0.9986193180084229,5.0,22.89,18 Agu 2017,desktop,2019-10-02
110568244,Alfie T.,recomended seller,barang sudah diterima sesuai pesanan dalam keadaan baik,positive,0.7202631235122681,5.0,22.82,09 Agu 2017,desktop,2019-10-02
110568244,Lazada Customer,,barang bagus   ,positive,0.865911602973938,5.0,19.9,12 Apr 2017,mobile-app,2019-10-02
110568244,Joni S.,cakep barangnya,sdh sampai sesuai pesanan tq lazada,neutral,0.8350813984870911,5.0,20.51,20 Okt 2017,mobile,2019-10-02
110568244,Lazada Guest,gan tnya,gan sy ud pesan dgn no pesanan 3827521212 tlg di cek n klo bunhkus nya pakai bublle yasupaya aman smpai tmpatada no wa kah,neutral,0.4905493557453155,5.0,18.01,,androidApp,2019-10-02
110568244,Lazada Guest,,product sesuai harapan  good,positive,0.4850341975688934,5.0,10.51,,desktop,2019-10-02
11057955,muhammad b.,terimakasih kenkez dan lazada,orico phe25 sdh saya terima selalu the best highly recommended seller and online shop packing kecepatan pengiriman dan tentunya orico phe25 sangat memuaskan sukses selalu bisnisnya gan terimakasih kenkez dan lazada,positive,0.998689353466034,5.0,29.01,04 Mar 2018,androidApp,2019-10-02
11057955,tarmudi,orico,barang sudah meluncur dengan selamat terima untuk sellerpaket rapih  semoga lazada dan kenkez selalu jadi uang terdepan,positive,0.99179208278656,5.0,28.25,10 Nov 2017,androidApp,2019-10-02
11057955,Ronny S.,lebih dari yang diharapkan,ini baru bilang produk ok pengiriman ok banget packing ok sekali kualitas barang ok punya btwsaya dapat bonus kalender meja dari toko lumayan lah  thanks kenkez  and bravo lazada,positive,0.9979633092880248,5.0,27.0,19 Mar 2017,desktop,2019-10-02
11057955,andy k.,mantap,boxsnya besar bisa nyimpan handphone 2 sekaligus atau nyimpan jurnal mini jg bisa d dlmny  sangat cocok unk saya  jadi multi fungsi boxs mkasih lazadasukses terus,positive,0.9973464012145996,5.0,27.0,09 Mar 2017,mobile-app,2019-10-02
11057955,Dimas a.,goood,kelebihannya harga murah kualitas oke packing rapih respon baik dan cukup cepat kekurangannya ukuran case melebihi ekspektasi terlalu besar untuk 1 hdd eks tp gpp bs untuk simpen hp dan perlengkapan gadget yg lain memuaskanlah terima kasih,positive,0.9913186430931092,5.0,27.0,01 Mar 2017,mobile,2019-10-02
11057955,Mr. C.,,barang kokoh protective layanan cepat packing rapi mantap,positive,0.9984434247016908,5.0,23.51,02 Nov 2018,desktop,2019-10-02
11057955,Putu M.,,barang bagus cepat sampai,positive,0.9917129278182985,5.0,20.51,12 Nov 2017,mobile,2019-10-02
11057955,Dino N.,,barang bagus tidak terlalu besar mudah dibawa  harga murah,positive,0.9951580166816713,5.0,23.5,13 Okt 2018,iosApp,2019-10-02
11057955,Mas T.,bagus,kemasan rapi tepat waktu barang sesuai deskripsitrm kasih lazada,positive,0.9628437757492064,5.0,23.13,07 Jul 2018,androidApp,2019-10-02
11057955,afif A.,,barang sesuai dengan gambar kualitas oke dan pengiriman cepat mantap gan,positive,0.9975051283836364,5.0,22.49,16 Sep 2018,iosApp,2019-10-02
11057955,azimiq s.,barang ok,barang ok sesuai gambar pengiriman standar thq lazada,neutral,0.6356582641601562,4.0,22.0,14 Mar 2017,mobile-app,2019-10-02
11057955,Taufik H.,kurang memuaskan,bagian zippernya sangat mengecewakan agak susah untuk buka tutupnya,negative,0.9984920024871826,3.0,21.51,22 Mar 2017,androidApp,2019-10-02
11057955,Lazada Customer,,barangnya bagus tapi sayang ternyata ukuran gak sesuai sama hard drive saya,negative,0.9951502680778505,3.0,20.51,02 Feb 2017,androidApp,2019-10-02
11057955,Christopher A.,,bahannya tebal  berkualitas,positive,0.9868789315223694,5.0,20.51,22 Mei 2017,mobile,2019-10-02
11057955,riska m.,barang bagus,sesuai deskripsi packing bagus pengiriman sesuai jadwal,positive,0.98446124792099,5.0,20.27,01 Agu 2017,mobile-app,2019-10-02
11057955,M A.,puas,lebih dari ekspetasi kualitas barang tidak diragukan lagi selain untuk menyimpan hardisk beserta kabelnya juga dapat menyimpan flashdisk bahan elegant ntapss,positive,0.9938149452209472,5.0,19.94,,mobile-app,2019-10-02
11057955,Vidi H.,mantap,kualitas bagus dan pengiriman juga cepat,positive,0.9933180809020996,5.0,19.82,23 Mar 2017,mobile-app,2019-10-02
11057955,Winardo G.,bagus,case besar bisa isi hdd sama hp sekaligus,positive,0.487464964389801,5.0,19.5,21 Mar 2017,desktop,2019-10-02
11057955,I B.,bagusss,terima kasih pengirimannya cepat packing sangat rapi dan barangnya bagusss recommended seller,positive,0.9984094500541688,5.0,19.5,16 Feb 2017,iosApp,2019-10-02
11057955,Juliana P.,keren mantep dan besar,barangnya cepet nyampe cepet banget dan barangnya jg bagus besar lagi sukaa deh,positive,0.9985178112983704,5.0,19.5,14 Feb 2017,mobile-app,2019-10-02
11057955,Zsa-zsa Q.,lima bintang,ok thanks,negative,0.9004172682762146,5.0,19.5,12 Jan 2017,mobile-app,2019-10-02
11057955,Ade S.,puas,barang sampe dengan cepatbarang sesuai gambarbagus bangetpuas pokoknya,positive,0.9980989098548888,5.0,19.5,24 Des 2016,mobile-app,2019-10-02
11057955,Setiawan H.,,barang kualitas bagus orico sudah terpercaya dan murah,positive,0.9976929426193236,5.0,19.5,17 Nov 2016,desktop,2019-10-02
11057955,Avef,mantabbb,case nya besar juga lebih dr ekspetasi jd bisa nyimpen yg lain2 jg  thanks recomd seller,positive,0.9952291250228882,5.0,19.46,30 Okt 2016,mobile-app,2019-10-02
11057955,Dody A.,,ok,negative,0.993006467819214,5.0,13.01,27 Okt 2017,androidApp,2019-10-02
11057955,Ewic,kualitas bagus,barang sudah saya terima pas dibuka ternyata barangnya melebihi espektasi yang saya kirabagus dan ukurannya pas buat powerbank dan dompet saya terimakasih lazada dan orico pertahankan kualitas,positive,0.9943817257881165,5.0,17.0,,mobile-app,2019-10-02
11057955,Denni,,bagus,positive,0.7057397961616516,5.0,18.01,11 Apr 2019,androidApp,2019-10-02
11057955,luthfiqolbi,,good,positive,0.7422585487365723,5.0,18.01,27 Mar 2019,androidApp,2019-10-02
11059034,Dani H.,credit,credit,neutral,0.8240454792976379,2.0,7.45,,mobile-app,2019-10-02
11060288,Muhamad R.,good price quality  delivery,harga gak mahal ukuran cukup besar pengiriman cepat plus dapet discount 15 dari promo citibankthanks lazada,positive,0.9965022802352904,5.0,30.34,07 Feb 2017,iosApp,2019-10-02
11060288,Dwi,baik,barang sudah dtrma dg baik,positive,0.975434184074402,5.0,22.43,04 Mei 2017,androidApp,2019-10-02
11060288,Lazada Customer,,bagus,positive,0.7057397961616516,5.0,18.01,11 Apr 2019,androidApp,2019-10-02
11060288,Lazada Guest,mao kredit,kalo di kredit bisa ga gan,neutral,0.9037156701087952,3.0,10.18,,mobile-app,2019-10-02
11060288,astho p.,puas,thanks lazada  bareng dateng on schdule barang ok,neutral,0.6167117953300476,4.0,9.97,,mobile-app,2019-10-02
11060288,Lazada Guest,mantabz,barang bagus pengiriman nya bagus bgt sesuai jadwal terima kasih seller  lazada,positive,0.997501790523529,5.0,9.5,,mobile-app,2019-10-02
110630219,Lazada Customer,,udah rusak gak sampe stengah th,negative,0.9977484345436096,3.0,24.5,06 Jul 2017,desktop,2019-10-02
110630219,Lazada Guest,ready,kapan ready kembali gan saya berharap sesuai gambar dan kapasitas,neutral,0.5867803692817688,5.0,10.33,,desktop,2019-10-02
110631137,ahmad f.,,hanya bertahan 3 bulan setelah itu rusak,negative,0.9755426049232484,1.0,22.49,22 Nov 2017,desktop,2019-10-02
110687257,Ocen,wd 8tb,pesanan sudah saya terimapacking rapih baguss cepat sampai gk nggu lamaharga oke banget,positive,0.9939947724342346,5.0,21.51,08 Mar 2018,androidApp,2019-10-02
110687257,Sihar Y.,respon cepat dan barang sesuai pesanan,untuk produk wd sudah tidk perlu diragukan,positive,0.9787492156028748,5.0,21.45,13 Feb 2018,desktop,2019-10-02
11079867,Riska Y.,lima bintang,cepat sampai barang dalam kondisi bagus terimakasih banyak,positive,0.9952660799026488,5.0,19.5,27 Jan 2017,mobile-app,2019-10-02
11079867,Lazada Guest,bad,file saya corrupt semua kecepatan speed hanya 4mbps flashdisk ini palsu,negative,0.9968885779380798,1.0,13.25,,desktop,2019-10-02
11079867,Lalla n.,tidak bagus,barang nya palsu otg nya gak d pake jelek,negative,0.9975263476371764,1.0,12.84,,mobile-app,2019-10-02
11080008,Zaenal D.,jelek,flasdisknya nya tidak bisa dipake percuma,negative,0.9912283420562744,4.0,20.45,26 Jan 2017,mobile,2019-10-02
11080008,Lazada Guest,bisa di percaya ga,klo bagus saya beli,positive,0.9610310196876526,3.0,9.5,,mobile-app,2019-10-02
11080048,Puji G.,,barang sudah di terima thanks lazada moga awet,neutral,0.5072590112686157,5.0,22.49,13 Sep 2018,androidApp,2019-10-02
11080048,Erina Y.,flashdisk tidak bisa digunakan,flashdisk tidak bisa digunakan,negative,0.8690992593765259,1.0,21.29,27 Jan 2017,desktop,2019-10-02
11080048,Lazada Guest,tidak sesuai,tidak sesuai dengan yang dipesan di gambar berwarna putih tetapi saat dapat paket warna berbeda saran beri opsi terkait barangbarang yang di jual baik bentuk warna motif dsb terima kasih wassalamualaikum,negative,0.8826691508293152,3.0,19.5,,mobile,2019-10-02
11080048,dinny o.,barang jelek,usb ga conect otg nya kaya yg bekas itu mah mengecewakan pkoknya,negative,0.998440444469452,1.0,12.67,,mobile-app,2019-10-02
11085289,Suryadi,murah cepat  tepat,produk original dan dapat harga murah sekali dibanding lapak lain  fast shipping  kualitas tidak usah diragukan lagi selebihnya bintang aja yg berbicara feel seperti nginap di hotel bintang 5,positive,0.996878743171692,5.0,28.01,22 Feb 2017,desktop,2019-10-02
11085289,Hana D.,,cepet sampai cuma 1 hari,negative,0.996081531047821,5.0,27.08,25 Jul 2019,androidApp,2019-10-02
11085289,EKA K.,,barang berkualitas,positive,0.8483412861824036,5.0,27.08,13 Nov 2018,androidApp,2019-10-02
11085289,Dikksyah,,produk baik dan sesuai,positive,0.98629629611969,5.0,26.51,24 Mei 2019,androidApp,2019-10-02
11085289,Deka E.,,ntapman,neutral,0.651256799697876,4.0,25.6,27 Sep 2019,androidApp,2019-10-02
11085289,Adi T.,,ajib,neutral,0.980122983455658,5.0,19.58,12 Apr 2019,androidApp,2019-10-02
11085356,Hilmy F.,,barang sampai dgn selamat produk ori disertai 2 software gratis juga hanya pihak pengirim saja yg lama ngirimnya,positive,0.6704065203666687,5.0,32.01,27 Nov 2018,androidApp,2019-10-02
11085356,Zakaria W.,good seller,barang sudah diterima dengan selamat walaupun ada keterlambatan pengiriman sejauh ini barang berjalan dengan normal dan lancar ori,positive,0.9865224957466124,4.0,27.0,16 Feb 2017,desktop,2019-10-02
11085356,Ibnu H.,good,thanks ridista brangnya dtang lebih cpttrus udh dicoba dan bagus gk ada masalah cma klo lama dipake ada rasa panas tpi itu tdk masalah,positive,0.9932510256767272,4.0,27.0,23 Feb 2017,mobile-app,2019-10-02
11085356,Jack,ultra flair 32gb,brg udh d triman sudah sesuai deskripsi harga mantap n brgnya top udh d coba n gak ada masalah dgn flash disknya thx buat seller n lazada,positive,0.9980783462524414,5.0,27.0,23 Jan 2017,mobile,2019-10-02
11085356,Mekky K.,baik,barang sdh sampai belum dipakai sih semoga awet,positive,0.7763011455535889,5.0,21.48,28 Jul 2017,desktop,2019-10-02
11089858,Lazada Guest,barang ok sesui psan dan paket yang menarik,exelent gan tingkat kan penjualanya,negative,0.9124383926391602,4.0,9.5,,desktop,2019-10-02
11112672,Erkania S.,,barang sesuai deskripsi di atas pengiriman cepat top seller,positive,0.9679993987083436,5.0,19.5,14 Des 2016,desktop,2019-10-02
11113905,Karsono,,terima kasih lazada dan seller jaya pc barang pesanan sudah diterima dengan baik dan tepat waktu kemasan baik ini baru diterima belum sempat di coba sukses selalu jaya pc,positive,0.9950020909309388,5.0,38.01,23 Mar 2019,androidApp,2019-10-02
11113905,Burhan,,paking nya rapi dan baguspengiriman juga cepatrespon sellernya juga cepatsemoga pelayanan nya jangan sampai menurun kedepan nya,positive,0.9983610510826112,5.0,34.01,14 Jun 2019,androidApp,2019-10-02
11113906,Pifan S.,,sudah sampai tujuan semoga ga ada problem apa2 packingnya rapi ngirim ga nyasar lumayan cepat juga klo ga ada masalah semoga next bisa order lagi keep it up gan,positive,0.9937159419059752,5.0,33.01,12 Mar 2019,desktop,2019-10-02
11113906,Muhammad N.,,ntap,negative,0.6924775838851929,5.0,28.0,07 Sep 2019,androidApp,2019-10-02
11113906,Fransisco J.,,mantap 8tb,positive,0.9938183426856996,5.0,16.01,27 Sep 2018,androidApp,2019-10-02
111217514,Alfutra A.,,barang udah d rakittinggal cek doang sebelumx saya ucap trimkasih,neutral,0.9528607726097108,5.0,30.5,28 Mar 2019,androidApp,2019-10-02
111304588,Jamal L.,top lah,main minecraft ga kotak2 lagi thanks buka lapak,neutral,0.8088704943656921,5.0,14.59,,mobile-app,2019-10-02
111304588,EmanGanteng,mantabb,akhirnya kebeli juga berkat jual ginjal keponakan ane,positive,0.9740427136421204,5.0,14.24,,mobile-app,2019-10-02
111304588,Pitung,kebeli kaga,akhirnya bisa juga juga lihat ulasan nih laptopmakasih yahik hik hik,positive,0.9464318752288818,2.0,13.21,,androidApp,2019-10-02
111477098,Yoyok S.,sukses,sdh trima dan blm di coba mudahbaik dan sesuai dgn apa yg sy harapkan,positive,0.938341736793518,5.0,23.97,19 Feb 2018,androidApp,2019-10-02
111477098,Rachmanto,,keren bekerja dengan baik barang ny,positive,0.9941287040710448,5.0,23.51,02 Nov 2018,androidApp,2019-10-02
111477098,Sigit,,produk oke,neutral,0.5651345252990723,5.0,23.01,13 Des 2017,desktop,2019-10-02
