itemId,category,name,rating,reviewTitle,reviewContent,reviewContent_Cleaned,hasil_deteksi
336261834,,Indeka D.,5.0,,produk oke  pengiriman dan pemrosesan pesanan cepat recomended lah pokoknya,produk oke pengiriman dan pemrosesan pesanan cepat bagus lah pokoknya,Asli
336261834,,SeyLa,5.0,,barang terpacking dengan rapi ada free pouch dan earphonenya yang gold bagus thankyou lazada ,barang terpacking dengan rapi ada fre pouch dan earphonenya yang gold bagus thankyou lazada,Asli
336261834,,Lazada Customer,5.0,,barang cepat sampai terima kasih bonus2nya ,barang cepat sampai terima kasih bonus nya,Asli
336261834,,Tino F.,5.0,,seagate yg terbaik sangat memuaskan recomennded brand,seagate yang terbaik sangat memuaskan bagus brand,Asli
336261834,,Febry M.,5.0,,kondisi barang baik tanpa cacat suatu apapun bahkan diberi bonus headset sangat memuaskan,kondisi barang baik tanpa cacat suatu apapun bahkan diberi bonus headset sangat memuaskan,Asli
336297511,,Dhea A.,5.0,,barang sudah diterima dengan baik terima kasih ,barang sudah diterima dengan baik terima kasih,Asli
336297511,,Naufal D.,5.0,,sampainya cepet pesen hari rabu sampai hari jumat langsung buat backup data thanks lazada dan wd official store semoga awet,sampainya cepat pesen hari rabu sampai hari jumat langsung untuk backup data thanks lazada dan wd oficial store semoga awet,Asli
336297511,,Amanda R.,5.0,,ok banget  kapasitas besar diskon besar ada pswordnya warna cantikk cuma sy ga dapat nota pemesananpembelian via email  apa bs dikirim ulang oleh lazada  trims,ok banget kapasitas besar diskon besar ada pswordnya warna cantik cuma saya tidak dapat nota pemesananpembelian via email apa bisa dikirim ulang oleh lazada trims,Asli
336297511,,Dzikri M.,4.0,,kualitas produk oke original packingnya juga rapih mantapp deh pkknya adminnya juga ramah ,kualitas produk oke original packingnya juga rapih bagus deh pknya adminya juga ramah,Asli
336297511,,Lazada Customer,5.0,,ext hddnya berfungsi dengan baik,ext hdnya berfungsi dengan baik,Asli
336297511,,Candra K.,5.0,,paket rapi dan diterima lebih cepat dari target pengiriman terima kasih barang sampai dengan selamat,paket rapi dan diterima lebih cepat dari target pengiriman terima kasih barang sampai dengan selamat,Asli
336297511,,Lazada Customer,5.0,,sangat bagus n memuaskan reccomm baggt beli disinigk percaya tonton aj video unboxx di channel erwin wijaya zthankx,sangat bagus n memuaskan recom bagt beli disinigk percaya tonton aj video unbox di chanel erwin wijaya zthankx,Asli
336297511,,Lazada Customer,5.0,,tepat waktupacking rapi sangat recommended,tepat waktupacking rapi sangat bagus,Asli
336297511,,Rudi S.,5.0,,barang bagus terpercaya krn official  tp masi bingung wd mypassport sm mypassport ultra bedanya apa ya pny saya sblmnya ultra dimensinya lbh besar dan yg ini lebih compact  masi blm ktemu jawabannya ,barang bagus terpercaya karena oficial tapi masi bingung wd mypasport sama mypasport ultra bedanya apa ya pny saya sblmnya ultra dimensinya lbh besar dan yang ini lebih compact masi belum ktemu jawabanya,Asli
336297511,,ElysA,3.0,,barang udah sampecepet banget sihh emank hari ini bayar langsung proses langsung kirim besok ud nyampe tapi packing an ny itu sih yg agak riskan cuma pake buble warp 1 lapis langsung kotak dus kecil gitu agak riskan kalo kebanting ato ketimpabelom di coba,barang udah sampecepet banget sih emank hari ini bayar langsung proses langsung kirim besok ud nyampe tapi packing an ny itu sih yang agak riskan cuma pake buble warp lapis langsung kotak dus kecil gitu agak riskan kalau kebanting ato ketimpabelom di coba,Asli
336297511,,Yohana O.,5.0,,barang nyampe tempat waktu dikemas rapi dan aman,barang nyampe tempat waktu dikemas rapi dan aman,Asli
336297511,,otoritaslazada,5.0,,kereeeenn anjayyy,keren anjay,Asli
336297511,,Ekel S.,5.0,,barang mantap packing rapih pengiriman cepat,barang bagus packing rapih pengiriman cepat,Asli
336297511,,Tengku F.,5.0,,bagus dan bekerja dengan baik,bagus dan bekerja dengan baik,Asli
336297511,,gunk J.,5.0,,barang bagus cuman tidak dikardusin hanya dibubble wrap,barang bagus cuma tidak dikardusin hanya dibuble wrap,Asli
336297511,,Rohanah,5.0,,barang nyampe cepet banget cuman gemboknya kaga kepake soalnya kode no nya kaga ada  hardis mantappp mudah2an awet,barang nyampe cepat banget cuma gemboknya kaga kepake soalnya kode no nya kaga ada hardis bagus mudah an awet,Asli
336297511,,Dika,5.0,,pengiriman cepat packing jga aman barang ori trus garansi jga msih full 3thn pas d cwknd website resmi wd gal nyesel deh beli d sini  thank you ,pengiriman cepat packing jga aman barang original trus garansi jga msih ful thn saat di cwknd website resmi wd gal nyesel deh beli di sini thank you,Asli
336297511,,Fernando A.,4.0,,barangnya bagus hardcasenya juga saya pakai di windows xp tak masalah apalagi di win 7 dan 10 bagian glossynya mudah lecet ya sudahlah,barangnya bagus hardcasenya juga saya pakai di windows xp tak masalah apalagi di win dan bagian glosynya mudah lecet ya sudahlah,Asli
336297511,,Dadi R.,5.0,,barang sudah nyampe trimakasih smoga awet,barang sudah nyampe trimakasih smoga awet,Asli
336297511,,Agus R.,5.0,,mantap gan hardisknya sampai dengan selamat lengkap sama hardcasenya paketnya juga dibungkus aman dan rapi respon selllernya juga cepet sukses bang recomended seller,bagus gan hardisknya sampai dengan selamat lengkap sama hardcasenya paketnya juga dibungkus aman dan rapi respon selernya juga cepat sukses bang bagus seler,Asli
336297511,,Lazada Customer,5.0,,baru bayar tgl 2 tanggal 3 udah sampai dong  thanks wd official store  admin bya juga fast response utk di tanya2in,baru bayar tgl tangal udah sampai dong thanks wd oficial store admin bya juga cepat response untuk di tanya in,Asli
336297511,,Diyanah U.,5.0,,tiba dengan selamat kondisi seger rapat packing oke berfungsi dengan baik terimakasih,tiba dengan selamat kondisi seger rapat packing oke berfungsi dengan baik terimakasih,Asli
336297511,,Erick R.,5.0,,mantap brangnya dan masih tersegel trima kasih paling reccomended ,bagus brangnya dan masih tersegel trima kasih paling bagus,Asli
336297511,,obuy S.,5.0,,pengiriman super cepat packing rapi dan aman barang sesuai dan ori best seller,pengiriman super cepat packing rapi dan aman barang sesuai dan original best seler,Asli
336297511,,shodiqul A.,5.0,,brg sesuai pesanan dan bonus tepat hardisk thx,barang sesuai pesanan dan bonus tepat hardisk terima kasih,Asli
336297511,,Irvan M.,5.0,,cepat sampai sesuai pesanan,cepat sampai sesuai pesanan,Asli
336297511,,Lazada Customer,5.0,,manrap original,manrap original,Asli
336297511,,Adam M.,5.0,,barang bagus dan cepat sampai tujuan,barang bagus dan cepat sampai tujuan,Asli
336297511,,Sen S.,3.0,,pelayanan cepat  tapi wd tidak dapat terbaca di komp sehingga harus,pelayanan cepat tapi wd tidak dapat terbaca di komp sehinga harus,Asli
336297511,,eko K.,5.0,,produk baguskpasitasny juga real sudah diisi 12 tb tidak ada data corupt,produk baguskpasitasny juga real sudah disi tb tidak ada data corupt,Asli
336297511,,Dodik P.,5.0,,mantap sesuai gambar dan deskripsi overall memuaskan,bagus sesuai gambar dan deskripsi overal memuaskan,Asli
336297511,,obbie A.,5.0,,barang ori dan semoga awet sampe puluhan tahun,barang original dan semoga awet sampe puluhan tahun,Asli
336297511,,Muhaku P.,5.0,,kualitas barang bagus pengiriman cepat sesuai deskripsi,kualitas barang bagus pengiriman cepat sesuai deskripsi,Asli
336297511,,joko S.,5.0,,produk oke seusai pesanan dapat digunakan dengan sebagaimana fungsinya,produk oke seusai pesanan dapat digunakan dengan sebagaimana fungsinya,Asli
336297511,,Stya S.,5.0,,kutuliskan kenangan tentang caraku menemukan dirimu ,kutuliskan kenangan tentang caraku menemukan dirimu,Asli
336297511,,Tri P.,5.0,,mantul  sesuai deskripsi,bagus sesuai deskripsi,Asli
336297511,,Wawan.Kurniawan,5.0,,barang di terima dengan baik packing bubble wrap produk original wd,barang di terima dengan baik packing buble wrap produk original wd,Asli
336297511,,Khiko R.,5.0,,barang original dan sesuai deskripsi packing rapih dan pengiriman sesuai jadwal,barang original dan sesuai deskripsi packing rapih dan pengiriman sesuai jadwal,Asli
336297511,,Ahmad Y.,5.0,,paket di terima lebih cepat respom penjual juga cepat,paket di terima lebih cepat respom penjual juga cepat,Asli
336297511,,yudha P.,5.0,,barangnya orijangan ditanyakan lagi kualitasnya,barangnya orijangan ditanyakan lagi kualitasnya,Asli
336297511,,Yudi P.,4.0,,barang aslisudah saya register juga di web nya wd,barang aslisudah saya register juga di web nya wd,Asli
336297511,,Dicki A.,5.0,,cepat sampai brngny bgs pcking oke,cepat sampai brngny bagus pcking oke,Asli
336297511,,Taufiqur R.,5.0,,mantap barang sesuai kemasan juga aman,bagus barang sesuai kemasan juga aman,Asli
336297511,,Agung P.,5.0,,recommeded sangat ,recomeded sangat,Asli
336297511,,wickengolivar -.,5.0,,produk original harga kompetitif packing cukup rapi pengiriman cepat,produk original harga kompetitif packing cukup rapi pengiriman cepat,Asli
336297511,,Desni R.,5.0,,trm ksh lazada trm ksh seller  brg sdh sampai  berfungsi baik packing rapi,trm ksh lazada trm ksh seler barang sudah sampai berfungsi baik packing rapi,Asli
336297511,,Lazada Customer,5.0,,mantap gan ud dicoba sukses selalu,bagus gan ud dicoba sukses selalu,Asli
336297511,,rahman,5.0,,pengirman superexpres baan lta gunada sesui,pengirman superexpres ban lta gunada sesui,Asli
336297511,,Rusdianto,5.0,,fast response good seller,cepat response god seler,Asli
336297511,,Awaludin J.,5.0,,pelayanan sangat baik jaminan baik harddisk bagus dan asli cepat sampai juga,pelayanan sangat baik jaminan baik hardisk bagus dan original cepat sampai juga,Asli
336297511,,Patricia A.,5.0,,pengiriman cepat barang oke mantabs,pengiriman cepat barang oke mantabs,Asli
336297511,,rahmat A.,5.0,,jos bgt,jos banget,Asli
336304013,,Topik H.,3.0,,lumayan aja dgn hrga sgtu 64 gb tp ga tau kekuatan than brpa blntahun,lumayan aja dengan hrga sgtu gb tapi tidak tau kekuatan than brpa blntahun,Asli
336304013,,Mirza I.,2.0,,barang rusak nih gan jangan dijual percuma ga bisa dipake,barang rusak nih gan jangan dijual percuma tidak bisa dipake,Asli
336306720,,Dina Y.,,,mantulll cepet banget sampe barang nya belum sempet dicoba sih semoga baikbaik saja dan sehat hardisk nya  seller nya juga baik awal nya pesen biru karena kosong dia nanya dulu mau gak di ganti ke gold its okay yng penting samasama seagate produknya ,bagus cepat banget sampe barang nya belum sempet dicoba sih semoga baikbaik saja dan sehat hardisk nya seler nya juga baik awal nya pesen biru karena kosong dia nanya dulu mau tidak di ganti ke gold its okay yng penting samasama seagate produknya,Asli
336306720,,Arif N.,5.0,,barang sampai dengan selamat seller nya sangat baik dan fast respon sukses terus ,barang sampai dengan selamat seler nya sangat baik dan cepat respon sukses terus,Asli
336306720,,Lazada Customer,5.0,,pengiriman sdh jauh lbh baik dp sebelumnya sebelumnya ninja 2 mg skr jne   1 mg barang oke bgt,pengiriman sudah jauh lbh baik dp sebelumnya sebelumnya ninja mg skr jne mg barang oke banget,Asli
336306720,,Zais H.,5.0,,barang berfungsi dengan baik masih tersegel dan dapat bonus subs 2 bulan adobe cc photo plan  sesuai deskripsi customer servicenya ramah pengiriman barang sangat cepat lebih cepat daripada estimasi,barang berfungsi dengan baik masih tersegel dan dapat bonus subs bulan adobe c photo plan sesuai deskripsi customer servicenya ramah pengiriman barang sangat cepat lebih cepat daripada estimasi,Asli
336306720,,Afina P.,5.0,,warna rose gold nya baguuuus banget packing oke pake bubble warp kapasitas real 2t sama sekali ga nyesel good job ,warna rose gold nya bagus banget packing oke pake buble warp kapasitas real t sama sekali tidak nyesel god job,Asli
336306720,,yoga R.,5.0,,brang berfungsi dengan baik dan mulus,brang berfungsi dengan baik dan mulus,Asli
336306720,,Agustini S.,5.0,,barangnya bagus sesuai gambar packaging rapi dan aman cepat sampai berfungsi dgn baik,barangnya bagus sesuai gambar packaging rapi dan aman cepat sampai berfungsi dengan baik,Asli
336306720,,Lazada Customer,5.0,,mantul barang bagus dan sesuai nga kecewa moga selalu amanah dn laris,bagus barang bagus dan sesuai nga buruk moga selalu amanah dn laris,Asli
336306720,,Lazada Customer,5.0,,mantap senang dengan produknya recommended aa,bagus senang dengan produknya bagus a,Asli
336306720,,Aliim W.,5.0,,barang sudah diterima meski pengirimannya agak lama tapi puas karena juga dapet bonus earphone mudahmudahan awet,barang sudah diterima meski pengirimanya agak lama tapi puas karena juga dapet bonus earphone mudahmudahan awet,Asli
336306720,,Lazada Customer,5.0,,pengiriman cepat barang belum di test di com sih tapi sdh cek bagus dapet free airphone seagate jg terimkasih ya,pengiriman cepat barang belum di test di com sih tapi sudah cek bagus dapet fre airphone seagate jg terimkasih ya,Asli
336306720,,Bayu R.,5.0,,bagusslim dan bekerja dengan baik,baguslim dan bekerja dengan baik,Asli
336306720,,Jacksz F.,3.0,,barang oke banget ruarr biasa pengiriman nya agak lama gak ada konfirmasi tiba tiba gagal aja jasa pengirimnya bilang orgnya pulang kampung katanya wkwkwkwkwk kreatiff,barang oke banget ruar biasa pengiriman nya agak lama tidak ada konfirmasi tiba tiba gagal aja jasa pengirimnya bilang orgnya pulang kampung katanya wkwkwkwkwk kreatif,Asli
336306720,,Andres R.,2.0,,sangat amat kecewa hardisk tidak bisa terbaca sama sekali oleh komputer walaupun sudah dicoba 6 komputer berbeda bagaimana bisa anda mengirim barang yg rusak kepada customer terima kasih telah mengirimkan barang yg rusak,sangat amat buruk hardisk tidak bisa terbaca sama sekali oleh komputer walaupun sudah dicoba komputer berbeda bagaimana bisa anda mengirim barang yang rusak kepada customer terima kasih telah mengirimkan barang yang rusak,Asli
336306720,,Yusuf W.,5.0,,produk dapat digunakan normal as expected dan ternyata warna rose goldnya lebih bagus dari yang digambar,produk dapat digunakan normal as expected dan ternyata warna rose goldnya lebih bagus dari yang digambar,Asli
336306720,,aryo W.,5.0,,wahh mantap deh ini ga mengecewakan barang sampai sesuai moga moga purna jual nya jg oke bisa bantu klaim kalau ada apa apa,wah bagus deh ini tidak mengecewakan barang sampai sesuai moga moga purna jual nya jg oke bisa bantu klaim kalau ada apa apa,Asli
336306720,,Lazada Customer,5.0,,alhamdulilah barang sudah sampai td aiang pelayanan sangat baik  terima kasih ,alhamdulilah barang sudah sampai td aiang pelayanan sangat baik terima kasih,Asli
336306720,,daniel T.,5.0,,paket sudah diterima meski waktu pengiriman tidak sesuai dengan jadwal,paket sudah diterima meski waktu pengiriman tidak sesuai dengan jadwal,Asli
336306720,,Siti N.,5.0,,pengiriman cepat barang bagusterima kasih,pengiriman cepat barang bagusterima kasih,Asli
336306720,,benny H.,5.0,,puas dgn respons nya pengiriman cepat pakaging rapih dan barang sesuai dgn pilihan  mantaabb,puas dengan respons nya pengiriman cepat pakaging rapih dan barang sesuai dengan pilihan mantab,Asli
336306720,,Fhathu A.,5.0,,kualitas barang sangat bagus free pouch dan tidak disangka dapet free earphone juga recommended seller,kualitas barang sangat bagus fre pouch dan tidak disangka dapet fre earphone juga bagus seler,Asli
336306720,, .,5.0,,barang original packing aman dengan bubblewarp tebal pengiriman standar overall good terimakasih,barang original packing aman dengan bublewarp tebal pengiriman standar overal god terimakasih,Asli
336306720,,Helena A.,5.0,,barang diterima rapi baik free earphone  tp dari pihak kurir lama ngantar 3 hari setelah jt tgl tiba sy harus ke jne utk ambil krn tdk sesuai tgl terima,barang diterima rapi baik fre earphone tapi dari pihak kurir lama ngantar hari setelah jt tgl tiba saya harus ke jne untuk ambil karena tidak sesuai tgl terima,Asli
336306720,,Syabania M.,5.0,,rosegoldnya mewahhh  sesuai pict,rosegoldnya mewah sesuai pict,Asli
336306720,,Shelby N.,5.0,,barang cepat sampai dan original plus ada bonus headset sama pouch hdd nya tapi sayang pouch hddnya kekecilan jadi ga pas deh sama hardisknya tapi sih overall oke banget recommended banget sellernya top pokoknya ,barang cepat sampai dan original plus ada bonus headset sama pouch hd nya tapi sayang pouch hdnya kekecilan jadi tidak saat deh sama hardisknya tapi sih overal oke banget bagus banget selernya top pokoknya,Asli
336306720,,Lazada Customer,5.0,,barang sampai dengan aman dibungkus dengan rapi dan terima kasih bonusnya,barang sampai dengan aman dibungkus dengan rapi dan terima kasih bonusnya,Asli
336306720,,ilham N.,5.0,,produk bagus banget pengiriman cepat sekali wajib beli lah ,produk bagus banget pengiriman cepat sekali wajib beli lah,Asli
336306720,,syufrijal,5.0,,barang sudah ditest dan berfungsi dengan baik sesuai kapasitasnya 2tbterima kasih ya,barang sudah ditest dan berfungsi dengan baik sesuai kapasitasnya tbterima kasih ya,Asli
336306720,,Lazada Customer,5.0,,keren banget,keren banget,Asli
336306720,,yuki,5.0,,cepat bagus,cepat bagus,Asli
336306720,,Lukman F.,5.0,,pengiriman cepat produk oke,pengiriman cepat produk oke,Asli
336306720,,dede F.,5.0,,bagus karena dari official store sesuai deskripsi,bagus karena dari oficial store sesuai deskripsi,Asli
336306720,,Lazada Customer,5.0,,sesuai dengan pesanan free earphone,sesuai dengan pesanan fre earphone,Asli
336306720,,Lazada Customer,4.0,,baguss masih segel seagate smga awet,bagus masih segel seagate smga awet,Asli
336306720,,Amanda D.,5.0,,barang sesuai sampainya cepat dapat bonus juga,barang sesuai sampainya cepat dapat bonus juga,Asli
336306720,,SHELLY T.,5.0,,barang sesuai deskripsui puas deh,barang sesuai deskripsui puas deh,Asli
336306720,,rizky P.,5.0,,ntaps dapet 1077 barang segel no lecet oia ada bonusnya tx yak,ntaps dapet barang segel no lecet oia ada bonusnya tx yak,Asli
336306720,,satrio P.,4.0,,kualitas oksegel rapi mulus,kualitas oksegel rapi mulus,Asli
336306720,,Qori F.,5.0,,barang bagus sesuai pesanan tengkyu,barang bagus sesuai pesanan terima kasih,Asli
336322666,,Lazada Customer,5.0,,wd original bisa register product to official website semoga awet selamanya yg warna  merah  lebih  mahal dari warna biru untung dpt voucher lazada free ongkir dapat potongan 120rb pula bonus hardcasenya biasa aja seperti hardcase 20rban,wd original bisa register product to oficial website semoga awet selamanya yang warna merah lebih mahal dari warna biru untung dpt voucher lazada fre ongkir dapat potongan rb pula bonus hardcasenya biasa aja seperti hardcase rban,Asli
336322666,,Lazada Customer,5.0,,barang ok original,barang ok original,Asli
336322666,,Lazada Customer,4.0,,barang sampai dg kondisi baik sempat cemas karena packingnya terlalu besar utk hddnya padahal biasanya dari seller ini tidak sehingga ada resiko hdd terbenturbentur packing untungnya waktu dibuka tidak ada lecet dan sejauh ini tidak ada error pada penulisan data sip,barang sampai dg kondisi baik sempat cemas karena packingnya terlalu besar untuk hdnya padahal biasanya dari seler ini tidak sehinga ada resiko hd terbenturbentur packing untungnya waktu dibuka tidak ada lecet dan sejauh ini tidak ada eror pada penulisan data sip,Asli
336322666,,I P.,5.0,,barang mantapspek sesuai dengan deskripsitop,barang mantapspek sesuai dengan deskripsitop,Asli
336322666,,sebastian,5.0,,barang sudah diterima dengan baik berfungsi dengan baiksemoga awet,barang sudah diterima dengan baik berfungsi dengan baiksemoga awet,Asli
336322666,,prihadi P.,5.0,,barang sampai sesuai pesanan mantapp,barang sampai sesuai pesanan bagus,Asli
336322666,,IAN R.,5.0,,produk ori dan berkualitas pengiriman cepat,produk original dan berkualitas pengiriman cepat,Asli
336322666,,Musthika C.,5.0,,mantap barangnya sesuai dengan pesanan gan top markotop ,bagus barangnya sesuai dengan pesanan gan top markotop,Asli
336322666,,Shekina R.,5.0,,thankyou for my early christmas present,thankyou for my early christmas present,Asli
336322666,,Lazada Customer,5.0,,barang sesuai deskripsi ori dan berfungsi dengan baik bonus hardcase bagus,barang sesuai deskripsi original dan berfungsi dengan baik bonus hardcase bagus,Asli
336322666,,Yudistira,1.0,,hdd rusak ga bs dipake lbh ditingkatkan lg quality controlnya sblm brg dikrm,hd rusak tidak bisa dipake lbh ditingkatkan lg quality controlnya sblm barang dikrm,Asli
336692174,,Junianto P.,5.0,,produk diterima dengan baik packing rapih dan aman untuk sementara bintang 5 dulu terkait kualitas produknya belum bisa diberikan review,produk diterima dengan baik packing rapih dan aman untuk sementara bintang dulu terkait kualitas produknya belum bisa diberikan review,Asli
336692174,,Andy M.,5.0,,barang bagus  berkerja dengan maksimal   pokoknya puas dan top ,barang bagus berkerja dengan maksimal pokoknya puas dan top,Asli
336692174,,Azhar,5.0,,work fast respond good packing arrived quickly recommended seller,work cepat respond god packing arived quickly bagus seler,Asli
336692174,,Afandi S.,5.0,,barang sudah diterima pas mantap,barang sudah diterima saat bagus,Asli
336692174,,Dodi J.,5.0,,packing bagus kualitas barang juga oke punya,packing bagus kualitas barang juga oke punya,Asli
336692174,,Faishal A.,5.0,,berjalan dengan lancar bagus deh,berjalan dengan lancar bagus deh,Asli
336877,,Andree G.,5.0,,gd,gd,Asli
337081666,,Lazada Customer,3.0,,belum dicoba si nanti sy ulas lagi klo udah ke pake dari penampilan si meyakinkan,belum dicoba si nanti saya ulas lagi kalau udah ke pake dari penampilan si meyakinkan,Asli
337081666,,Lazada Customer,5.0,,barang bagus lah pokoknya sempurna plus murah sukses trs gan,barang bagus lah pokoknya sempurna plus murah sukses terus gan,Asli
337081666,,Lazada Customer,5.0,,mntp jos pokoknya,mntp jos pokoknya,Asli
337081666,,Herdi 2.,5.0,,barang mendarat dengan aman packing rapih dan sangat aman barang mulus dan sesuai deskripsi mantap pokoknya,barang mendarat dengan aman packing rapih dan sangat aman barang mulus dan sesuai deskripsi bagus pokoknya,Asli
337081666,,Gerald T.,5.0,,barang bagus sesuai deskripsi dan foto kecepatan transfer cepat dan membantu dengan adanya indikator warna putih dan biru pada hardisk untuk mengindikasikan bahwa usb tersambung ke port 3020,barang bagus sesuai deskripsi dan foto kecepatan transfer cepat dan membantu dengan adanya indikator warna putih dan biru pada hardisk untuk mengindikasikan bahwa usb tersambung ke port,Asli
337081666,,Yusran,3.0,,barangnya sudah sampai di tanggan dengan selamat paketnya ori bangus banget mantap deh tapi sayang aja paket udah oke tapi pengirimannya lama banget,barangnya sudah sampai di tangan dengan selamat paketnya original bangus banget bagus deh tapi sayang aja paket udah oke tapi pengirimanya lama banget,Asli
337081666,,Ira H.,5.0,,barangnya enteng tapi oke bngt sempet deg2an karena barang dengan seharga itu dibayar tanpa cod tapi khawatirnya ilang karna barangnya dtg dengan selamat nggak bisa kasih gambar soalnya barangnya dipake sama direktur gw n bagian finance wkwkwkwk packagingnya rapih pokoknya okeee ga nyesel thankyou,barangnya enteng tapi oke bngt sempet deg an karena barang dengan seharga itu dibayar tanpa cod tapi khawatirnya ilang karena barangnya dtg dengan selamat ngak bisa kasih gambar soalnya barangnya dipake sama direktur saya n bagian finance wkwkwkwk packagingnya rapih pokoknya oke tidak nyesel thankyou,Asli
337081666,,Akis L.,5.0,,ini baru mantep udah di coba copy file sampai mentok aman dalem hddnya ada file garansinya jg,ini baru mantep udah di coba copy file sampai mentok aman dalem hdnya ada file garansinya jg,Asli
337081666,,Zaky M.,5.0,,barang bagus tersegel dan original sesuai deskripsi packing aman pakai buble warp respond chat cepat pengiriman tepat waktu recommended seller,barang bagus tersegel dan original sesuai deskripsi packing aman pakai buble warp respond chat cepat pengiriman tepat waktu bagus seler,Asli
337081666,,Aries P.,5.0,,brg sesuai pesanan oke banget,barang sesuai pesanan oke banget,Asli
337081666,,Lazada Customer,5.0,,barang bagus tampilan cantik led notifnya keren joss pokoe,barang bagus tampilan cantik led notifnya keren jos pokoe,Asli
337081666,,Andi A.,5.0,,terimakasih produk sudah diterima dengan baik ,terimakasih produk sudah diterima dengan baik,Asli
337081666,,Wildan H.,5.0,,barang sudah di terima packing rapih dan aman tapi belum dicoba terima kasih lazada seagate semoga awet,barang sudah di terima packing rapih dan aman tapi belum dicoba terima kasih lazada seagate semoga awet,Asli
337081666,,Benaya K.,5.0,,sudah diterima dg baik sesuai dg range waktu pengirimanpacking bagusdan kondisi barang baguspuas belanja di lazada,sudah diterima dg baik sesuai dg range waktu pengirimanpacking bagusdan kondisi barang baguspuas belanja di lazada,Asli
337081666,,Gunawan A.,5.0,,barang sesuai iklan fungsi ok kemasan ok 5jam tangan bagus sesuai iklan berfungsi kurang baik jarum jam tidak sesuai dengan jam digitalnyaet,barang sesuai iklan fungsi ok kemasan ok jam tangan bagus sesuai iklan berfungsi kurang baik jarum jam tidak sesuai dengan jam digitalnyaet,Asli
337081666,,Lazada Customer,5.0,,sudah diterima kali ini pengiriman agak lambat packing bagus barang sudah pasti original karena official store sejauh ini berfungsi dengan baik,sudah diterima kali ini pengiriman agak lambat packing bagus barang sudah pasti original karena oficial store sejauh ini berfungsi dengan baik,Asli
337081666,,shaquila A.,5.0,,barang sampai dengan kondisi baik sesuai apa yg di pesanan,barang sampai dengan kondisi baik sesuai apa yang di pesanan,Asli
337081666,,avib,5.0,,barang sudah sampai langsung eksekusi,barang sudah sampai langsung eksekusi,Asli
337081666,,Muhammad B.,5.0,,langsung eksekusi barang baru,langsung eksekusi barang baru,Asli
337081666,,Ricky F.,4.0,,sekedar saran untuk bonus earphone mungkin bisa diganti dengan pouch harddisk atau sesuatu yang lebih bagus karena kualitas barang  suara earphone tsb sangat tidak memuaskan,sekedar saran untuk bonus earphone mungkin bisa diganti dengan pouch hardisk atau sesuatu yang lebih bagus karena kualitas barang suara earphone tsb sangat tidak memuaskan,Asli
337081666,,seva O.,5.0,,barang sesuai dengan gambar semoga awet,barang sesuai dengan gambar semoga awet,Asli
337081666,,Sabirin,5.0,,barang sesuai deskripsi dapat bonus earphone seagate garansi resmi,barang sesuai deskripsi dapat bonus earphone seagate garansi resmi,Asli
337081666,,Muthia A.,4.0,,terimakasih barang sudah sampe mantap,terimakasih barang sudah sampe bagus,Asli
337081666,,Anastasia P.,5.0,,barang sampai dengan baik packingnya bagus ga sabar untuk dicoba,barang sampai dengan baik packingnya bagus tidak sabar untuk dicoba,Asli
337081666,,Yohanes,4.0,,harddisk nya bagus,hardisk nya bagus,Asli
337081666,,Akhmad A.,5.0,,mantaaaap pokoke,bagus pokoke,Asli
337081666,,Iman,5.0,,bagusharga terjangkau,bagusharga terjangkau,Asli
337081666,,Lazada Customer,5.0,,sdh di terima hardisk nya bagus asli dan harga murah,sudah di terima hardisk nya bagus original dan harga murah,Asli
337081666,,Samsulton H.,5.0,,good to the job  good job,god to the job god job,Asli
337081666,,yuniatun,5.0,,barangnya sesuai semoga awet ,barangnya sesuai semoga awet,Asli
337081666,,Esti A.,5.0,,semua oke tks seller n lazada,semua oke tks seler n lazada,Asli
337081666,,Hendri A.,5.0,,karna sudab usb 30 jadi kecepatannya super,karena sudab usb jadi kecepatanya super,Asli
337081666,,Subarnit F.,5.0,,barang ok dan pengiriman cepat terimakasih seagate,barang ok dan pengiriman cepat terimakasih seagate,Asli
337081666,,Lazada Customer,5.0,,good barang original,god barang original,Asli
337081666,,Agus S.,5.0,,mantap packing rapih dan pengiriman cepat kirain dapat bonus ahahhaha makasih lazada,bagus packing rapih dan pengiriman cepat kirain dapat bonus ahahaha makasih lazada,Asli
337081666,,Suhartini M.,5.0,,thanks lazada untuk diskonnya,thanks lazada untuk diskonya,Asli
337081666,,Afri D.,5.0,,pengiriman cepat dan barang sesuai,pengiriman cepat dan barang sesuai,Asli
337081666,,Ng H.,5.0,,produk hdd external seagate oke gak ada masalah,produk hd external seagate oke tidak ada masalah,Asli
337081666,,Amalia T.,5.0,,barang bagus sesuai diskripsi cuman rada lama nyampeknya makasih,barang bagus sesuai diskripsi cuma rada lama nyampeknya makasih,Asli
337081666,,Bestoro Q.,5.0,,barang sesuai dengan pesanan dan sampai tepat waktu,barang sesuai dengan pesanan dan sampai tepat waktu,Asli
337081666,,Alipong 0.,5.0,,packing baik barang bagus semoga awet,packing baik barang bagus semoga awet,Asli
337081666,,Lazada Customer,5.0,,barang telah sampai dengan baik dan sesuai dengan yg dipesan,barang telah sampai dengan baik dan sesuai dengan yang dipesan,Asli
